number,title,body,title_length,body_length,created_at,merged_at,updated_at,closed_at,state,merged,comments,commits,additions,deletions,changed_files,lines_added,lines_deleted,files_added,files_deleted,files_updated,files_modified,directory_num,file_type,language_num,segs_added,segs_deleted,segs_updated,file_developer,change_num,k_coreness,experience,repo
61,Fix git markers,~~BTW I can revert the last commit which reformats code if you dont want~~I have removed the formatting to simplify the PR now,15,126,2018-05-05 06:52:34+00:00,2018-05-06 09:22:49+00:00,2018-05-06 09:22:49+00:00,2018-05-06 09:22:49+00:00,closed,True,3,3,5,7,1,5,7,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
67,Use 'plain' style for non-interactive terminals,Another point to fully address #26.,47,35,2018-05-06 13:49:31+00:00,2018-05-06 14:15:23+00:00,2018-05-06 17:59:08+00:00,2018-05-06 14:15:23+00:00,closed,True,0,1,11,6,1,11,6,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
63,Add style for line-changes only,"This PR adds another style to the three existing ones: ""line-changes"". In comparison to the plain style this style adds the git-diff as the first column, in comparison to the full-style this leaves out the grid and filename.",31,224,2018-05-05 14:07:48+00:00,,2020-11-01 12:27:23+00:00,2018-05-06 19:00:30+00:00,closed,False,4,1,13,4,1,13,4,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
71,Use syntect newlines mode (instead of nonewlines),See https://github.com/trishume/syntect/issues/156#issuecomment-386161946,49,73,2018-05-06 17:13:05+00:00,2018-05-06 17:50:49+00:00,2018-05-06 17:50:52+00:00,2018-05-06 17:50:49+00:00,closed,True,0,1,21,8,2,21,8,0,0,2,2,2,1,2,0,0,0,0,2,0,0,sharkdp/bat
73,Open pager once for multiple files,"Closes #66 
Closes #70 ",34,24,2018-05-06 17:29:15+00:00,2018-05-06 17:50:06+00:00,2018-05-06 18:06:57+00:00,2018-05-06 17:50:06+00:00,closed,True,2,2,40,17,1,40,17,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
75,Add printer,"This adds a separate struct that handles printing of the different
tokens.

I think this makes it easier to control the style without making the code too noisy. Just a simple guard check at the top of the relevant function before early exiting. I got it to the same state as master now, but the new proposed style features in #74 would be easier to understand. One caveat of this style is more allocations. Sorry about the huge code dump. Since we didn't discuss this beforehand, it's fine to close if you want to follow a different path.

/cc: @sharkdp @pitkley",11,567,2018-05-06 23:59:56+00:00,2018-05-07 06:57:22+00:00,2018-05-07 07:28:47+00:00,2018-05-07 06:57:22+00:00,closed,True,4,1,172,111,2,172,111,1,0,1,1,1,1,1,0,0,0,0,2,0,0,sharkdp/bat
78,Add support for reading from stdin,"Code reviews would be appreciated!

closes #2",34,47,2018-05-07 18:00:17+00:00,2018-05-07 21:27:39+00:00,2018-05-07 21:27:43+00:00,2018-05-07 21:27:39+00:00,closed,True,11,4,65,35,2,65,35,0,0,2,2,1,1,1,0,0,0,0,2,0,0,sharkdp/bat
74, Make `--style` parameter more flexible,"The `--style` parameter now accepts a comma-separated list of strings, where every element defines either a single output component (`changes`, `grid`, `header`, `numbers`) or a predefined style (`full`, `line-numbers`, `plain`).

If available, bat picks the first predefined style in the user-supplied style-list and ignores everything else. If no predefined style was requested, the other parameters that are simple output components will be used.

Examples:

1. `--style changes,full,numbers`
    Will be reduced to only the predefined style `full`.

2. `--style plain,full`
    Will be reduced to only the predefined style `plain`.

3. `--style changes,numbers`
    Will not be reduced, because the list does not contain any predefined styles.

(Note: if `grid` is requested but no other parameters, bat still creates the left-most column with a width of `PANEL_WIDTH`. I didn't want to introduce further logic in this PR that drops or adapts the width of the left column.)

<sup>(This PR supersedes #63.)</sup>",39,1032,2018-05-06 19:00:15+00:00,2018-05-10 10:20:39+00:00,2020-11-01 12:31:02+00:00,2018-05-10 10:20:39+00:00,closed,True,30,6,146,61,2,146,61,0,0,2,2,1,1,1,0,0,0,0,2,0,0,sharkdp/bat
86,Split modules,Simple split of diffing and asset related functionality to their own modules. I can do some more cleanup if this is fine,13,120,2018-05-09 15:32:56+00:00,2018-05-10 10:36:10+00:00,2018-05-10 10:50:12+00:00,2018-05-10 10:36:10+00:00,closed,True,1,3,244,217,4,244,217,2,0,2,2,1,1,1,0,0,0,0,4,0,0,sharkdp/bat
82,Improve cache subcommand,"* Remove the old `init-cache` subcommand

* Introduce a new `cache` subcommand that can be used like this:

    * `bat cache -h` - Show help
    * `bat cache --init` - Initialize cache from config dir
    * `bat cache --clear` - Reset the cache
    * `bat cache --config-dir` - Show config directory

* Update README

closes #44",24,339,2018-05-08 17:53:44+00:00,2018-05-08 18:11:26+00:00,2018-05-08 18:11:29+00:00,2018-05-08 18:11:26+00:00,closed,True,0,1,89,34,2,89,34,0,0,2,2,1,2,2,0,0,0,0,2,0,0,sharkdp/bat
79,"Add ""--list-languages"" command line argument","Closes #69 

```
$ ./target/debug/bat.exe Cargo.toml --list-languages
ASP                              | asa
HTML (ASP)                       | asp
ActionScript                     | as
AppleScript                      | applescript, script editor
Batch File                       | bat, cmd
NAnt Build File                  | build
C#                               | cs, csx
C++                              | cpp, cc, cp, cxx, c++, C, h, hh, hpp, hxx, h++, inl, ipp
C                                | c, h
--snipped--
```",44,537,2018-05-07 19:21:28+00:00,2018-05-08 20:57:30+00:00,2018-05-08 20:57:31+00:00,2018-05-08 20:57:31+00:00,closed,True,22,15,52,7,2,52,7,0,0,2,2,1,1,1,0,0,0,0,2,0,0,sharkdp/bat
87,Add 32bit support,,17,0,2018-05-10 10:43:29+00:00,2018-05-10 12:36:05+00:00,2018-05-10 12:36:08+00:00,2018-05-10 12:36:05+00:00,closed,True,0,4,9,36,3,9,36,0,0,3,3,0,3,3,0,0,0,0,3,0,0,sharkdp/bat
88,Fix clippy warnings,,19,0,2018-05-10 10:50:55+00:00,2018-05-10 11:16:00+00:00,2018-05-10 11:16:03+00:00,2018-05-10 11:16:00+00:00,closed,True,0,1,12,21,3,12,21,0,0,3,3,1,1,1,0,0,0,0,3,0,0,sharkdp/bat
90,Add and use --style=auto by default,"We need to use the `plain` style when our output is to a non-tty-terminal (in order to use `bat > file.txt`, for example).

@pitkley f.y.i",35,140,2018-05-10 13:52:25+00:00,2018-05-10 14:22:25+00:00,2018-05-10 14:22:28+00:00,2018-05-10 14:22:25+00:00,closed,True,0,1,13,4,1,13,4,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
95,add theme option,Closes #89.,16,11,2018-05-11 11:26:20+00:00,2018-05-11 11:53:17+00:00,2018-05-11 11:53:18+00:00,2018-05-11 11:53:17+00:00,closed,True,3,2,29,6,3,29,6,0,0,3,3,1,1,1,0,0,0,0,3,0,0,sharkdp/bat
93,Split more modules,,18,0,2018-05-11 06:09:00+00:00,2018-05-11 08:15:28+00:00,2018-05-11 08:16:07+00:00,2018-05-11 08:15:28+00:00,closed,True,1,2,300,270,4,300,270,2,0,2,2,1,1,1,0,0,0,0,4,0,0,sharkdp/bat
104,Added fish shell completions.,"Added some completions for fish shell.
",29,40,2018-05-12 12:37:50+00:00,,2018-10-21 14:51:52+00:00,2018-05-14 18:44:59+00:00,closed,False,6,1,59,0,1,59,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
96,"Add bold, italic and underline font styles",,42,0,2018-05-11 11:52:29+00:00,2018-05-12 11:23:40+00:00,2018-05-12 11:23:45+00:00,2018-05-12 11:23:40+00:00,closed,True,0,1,17,5,1,17,5,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
102,Added text wrapping. (Fixes #54),"I use bat pretty frequently, so I wanted to give back and make it even better by adding text wrapping (issue #54).

I've never touched Rust before this, and I apologize if the code style is weird or if any of my changes have less-than-ideal performance.

## Changes:
- **Text wrapping.**
   Lines will now automatically wrap at a character boundary.
   Syntax coloring will also wrap.
![image](https://user-images.githubusercontent.com/32112321/39954037-7374f742-556c-11e8-9c43-2856b07d3ce6.png)


- **Resizing gutter (panel).**
   The gutter (area that shows line numbers and changes) will now automatically resize.
   This cuts back on the amount of wasted space when not showing everything.
![image](https://user-images.githubusercontent.com/32112321/39954054-0db9db56-556d-11e8-8557-f6be8d81510f.png)
   It will also disappear if not needed.
   ![image](https://user-images.githubusercontent.com/32112321/39954079-bf96ae44-556d-11e8-88b4-01a18d5db20d.png)

",32,979,2018-05-12 05:51:37+00:00,2018-05-16 06:41:49+00:00,2018-05-16 07:18:43+00:00,2018-05-16 06:41:49+00:00,closed,True,44,17,496,248,14,496,248,1,0,13,13,3,2,2,0,0,0,0,14,0,0,sharkdp/bat
105,Add snapshot tests,Closes #105 ,18,12,2018-05-12 12:42:56+00:00,2018-05-12 16:07:31+00:00,2018-05-12 16:09:09+00:00,2018-05-12 16:07:32+00:00,closed,True,10,3,572,0,22,572,0,22,0,0,0,3,3,3,0,0,0,0,22,0,0,sharkdp/bat
108,Add Julia highlighting support,"The added repo is the ""Julia"" package on Package Control",30,56,2018-05-13 06:58:41+00:00,2018-05-13 07:53:01+00:00,2018-05-14 03:17:39+00:00,2018-05-13 07:53:01+00:00,closed,True,2,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
109,Enable ANSI support on Windows 10,closes #107 ,33,12,2018-05-13 07:38:27+00:00,2018-05-13 07:58:17+00:00,2018-05-13 07:58:20+00:00,2018-05-13 07:58:18+00:00,closed,True,0,1,3,0,1,3,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
110,"Ignore errors when clearing cache, closes #91",,45,0,2018-05-13 07:57:28+00:00,2018-05-13 08:34:36+00:00,2018-05-13 08:34:40+00:00,2018-05-13 08:34:36+00:00,closed,True,0,1,2,2,1,2,2,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
113,sort the language listing,Closes #111.,25,12,2018-05-14 15:08:27+00:00,2018-05-14 18:30:17+00:00,2018-05-14 18:30:17+00:00,2018-05-14 18:30:17+00:00,closed,True,4,2,2,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
114,Updates for new rustfmt,,23,0,2018-05-14 16:31:04+00:00,2018-05-14 17:04:14+00:00,2018-05-14 17:04:18+00:00,2018-05-14 17:04:14+00:00,closed,True,0,1,4,6,3,4,6,0,0,3,3,2,2,2,0,0,0,0,3,0,0,sharkdp/bat
116,Add simple benchmark scripts,,28,0,2018-05-14 19:42:46+00:00,2018-05-14 20:20:27+00:00,2018-05-14 20:20:30+00:00,2018-05-14 20:20:27+00:00,closed,True,0,1,10993,0,5,10993,0,5,0,0,0,2,4,4,0,0,0,0,5,0,0,sharkdp/bat
121,Add FreeBSD installation instructions,Closes #41.,37,11,2018-05-16 17:13:24+00:00,2018-05-16 18:25:15+00:00,2018-05-16 18:31:53+00:00,2018-05-16 18:25:15+00:00,closed,True,1,1,15,0,1,15,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/bat
122,Include syntaxes and themes in repository,"This changes a few things:

- All syntaxes and themes are now stored (as submodules) under
  assets/syntaxes and assets/themes

- The default directories for syntaxes and themes are ""syntaxes""
  and ""themes"" (used to be ""syntax"" and ""themes"")

- The ""bat cache"" command can now take a `--source <dir>` and
  `--target <dir>` option.

- The cached files have been renamed to ""themes.bin"" and ""syntaxes.bin""",41,416,2018-05-16 19:25:48+00:00,2018-05-16 20:04:14+00:00,2018-05-16 20:04:33+00:00,2018-05-16 20:04:14+00:00,closed,True,0,2,82,53,18,82,53,11,2,5,5,4,6,7,0,0,0,0,18,0,0,sharkdp/bat
123,"Update to latest syntect, better error handling",closes #100,47,11,2018-05-16 20:25:17+00:00,2018-05-16 20:55:39+00:00,2018-05-16 20:55:42+00:00,2018-05-16 20:55:39+00:00,closed,True,0,2,20,33,3,20,33,0,0,3,3,1,3,3,0,0,0,0,3,0,0,sharkdp/bat
125,Fixed #124,"Fixed #124 by using `console::AnsiCodeIterator`. 

![image](https://user-images.githubusercontent.com/32112321/40145177-bd3d7cf8-5915-11e8-8269-db5e8d34846f.png)


# Caveats
Due to the way that all the input is formatted with the default styling before being printed, I had to use the ANSI escape sequences as prefixes to the input text. Not doing so would result in the ANSI styles being overridden like so: `\x1B[32m\x1B[0m`. It's not an elegant solution, and it definitely doesn't help performance, but it works.",10,521,2018-05-16 21:28:32+00:00,2018-05-18 15:44:44+00:00,2018-05-18 15:44:45+00:00,2018-05-18 15:44:44+00:00,closed,True,0,2,72,55,1,72,55,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
129,Extract syntax finding to assets module,"I was initially going for the last performance improvement in #20, but there were many lifetime issues caused by introducing the threads. Maybe someone else can tackle that",39,172,2018-05-18 12:18:01+00:00,2018-05-18 14:46:00+00:00,2018-05-18 15:07:42+00:00,2018-05-18 14:46:00+00:00,closed,True,0,1,37,30,2,37,30,0,0,2,2,1,1,1,0,0,0,0,2,0,0,sharkdp/bat
128,Handle invalid utf8,Handles an edge case in #7,19,26,2018-05-18 09:59:43+00:00,2018-05-18 14:44:35+00:00,2018-05-18 15:07:34+00:00,2018-05-18 14:44:35+00:00,closed,True,2,3,113,111,20,113,111,0,0,20,20,3,2,2,0,0,0,0,20,0,0,sharkdp/bat
132,"Add syntax docu, add VimL, CMake and INI syntaxes","closes #99
closes #106",49,23,2018-05-18 17:36:14+00:00,2018-05-18 17:58:00+00:00,2018-05-18 17:58:03+00:00,2018-05-18 17:58:00+00:00,closed,True,0,1,181,0,9,181,0,7,0,2,2,2,4,5,0,0,0,0,9,0,0,sharkdp/bat
133,Add a few popular Sublime Text themes,,37,0,2018-05-18 18:16:24+00:00,2018-05-18 18:41:41+00:00,2018-05-18 18:41:45+00:00,2018-05-18 18:41:41+00:00,closed,True,0,1,16,0,6,16,0,4,0,2,2,2,2,3,0,0,0,0,6,0,0,sharkdp/bat
137,Add -u and -n options,see #134,21,8,2018-05-19 12:05:09+00:00,2018-05-19 14:58:46+00:00,2018-05-19 14:58:49+00:00,2018-05-19 14:58:47+00:00,closed,True,0,1,17,3,1,17,3,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
135,Skip '--quit-if-one-screen' for --paging=always,closes #97,47,10,2018-05-19 08:31:40+00:00,2018-05-19 08:54:55+00:00,2018-05-19 08:54:58+00:00,2018-05-19 08:54:55+00:00,closed,True,0,1,42,20,2,42,20,0,0,2,2,1,1,1,0,0,0,0,2,0,0,sharkdp/bat
136,Permissive error handling,"Another attempt at solving #17.

In comparison to #38, this still returns an exit code of 1 if any errors occured.",25,116,2018-05-19 09:47:09+00:00,2018-05-19 10:50:43+00:00,2018-05-19 10:50:47+00:00,2018-05-19 10:50:43+00:00,closed,True,0,1,46,24,2,46,24,0,0,2,2,1,1,1,0,0,0,0,2,0,0,sharkdp/bat
139,Add output module,"Back to simple refactoring, just moved stuff. I think the last real refactor would be creating functions for the respective behaviors of the flags and subcommands so that they are not all in the main function. ",17,210,2018-05-21 13:07:35+00:00,2018-05-21 17:24:03+00:00,2018-05-21 18:31:58+00:00,2018-05-21 17:24:03+00:00,closed,True,1,2,95,90,4,95,90,1,0,3,3,1,1,1,0,0,0,0,4,0,0,sharkdp/bat
141,Readme update with the new logo banner.,I also add the different sizes and formats of the logo right here: [Original Files](https://drive.google.com/open?id=1Psa3lzC5OgAbjCg8E3axyHKwUIbKw9zm) ,39,152,2018-05-22 01:43:47+00:00,,2018-05-22 20:39:36+00:00,2018-05-22 20:39:36+00:00,closed,False,4,2,1,0,2,1,0,1,0,1,1,0,2,2,0,0,0,0,2,0,0,sharkdp/bat
140,Extract commands to functions,"I'm not sure if `features` is the best name for the module. Maybe you have a better idea. I did some minor cleanup for `list_languages`, but it still generates the same diff.",29,174,2018-05-21 20:40:28+00:00,2018-05-21 21:20:46+00:00,2018-05-22 08:31:59+00:00,2018-05-21 21:20:46+00:00,closed,True,1,2,146,127,3,146,127,1,0,2,2,1,1,1,0,0,0,0,3,0,0,sharkdp/bat
143,Fix launching of pager so all control characters are interpreted.,"Fix launching of pager so all control characters are interpreted
instead of only ANSI ""color"" escape sequences.

This fixes issue https://github.com/sharkdp/bat/issues/98",65,173,2018-05-22 16:46:51+00:00,2018-05-22 20:41:59+00:00,2018-05-22 20:42:23+00:00,2018-05-22 20:41:59+00:00,closed,True,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
146,Add Readme logo,Supersedes #141 ,15,16,2018-05-22 20:01:15+00:00,2018-05-22 20:39:21+00:00,2018-05-22 21:00:20+00:00,2018-05-22 20:39:21+00:00,closed,True,2,1,338,6,2,338,6,1,0,1,1,1,2,2,0,0,0,0,2,0,0,sharkdp/bat
152,Justify file header with file contents,,38,0,2018-05-24 10:10:42+00:00,2018-05-24 17:10:26+00:00,2018-05-25 08:40:41+00:00,2018-05-24 17:10:26+00:00,closed,True,1,3,13,6,6,13,6,0,0,6,6,3,3,3,0,0,0,0,6,0,0,sharkdp/bat
149,Print themes directory in error message if no themes could be loaded …,"…from it.

Before this patch:
    $ bat cache --init
    [bat error]: Could not load themes from '{}'

After:
    $ bat cache --init
    [bat error]: Could not load themes from '/home/user/.config/bat/themes'",70,216,2018-05-23 09:38:25+00:00,2018-05-24 07:09:24+00:00,2018-05-24 07:09:24+00:00,2018-05-24 07:09:24+00:00,closed,True,1,1,6,2,1,6,2,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
153,Using slice notation instead of as_ref,That would fix the type annotation error discussed in #148 ,38,59,2018-05-24 12:41:23+00:00,2018-05-25 15:38:55+00:00,2018-05-25 15:39:01+00:00,2018-05-25 15:38:55+00:00,closed,True,4,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
154,Allow arguments to override themselves,"See https://docs.rs/clap/2.31.2/clap/enum.AppSettings.html#variant.AllArgsOverrideSelf

This is useful if people use something like this in their `.bashrc` files:
``` bash
alias bat=""bat --theme=TwoDark --paging=never""
```
because it allows them to override some of these defaults later:
``` bash
> bat --theme=1337
```",38,328,2018-05-24 17:59:06+00:00,2018-05-24 20:53:24+00:00,2018-05-24 20:53:29+00:00,2018-05-24 20:53:24+00:00,closed,True,0,2,6,0,1,6,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
156,Handle syntax-set loading errors,,32,0,2018-05-25 20:22:29+00:00,2018-05-25 20:42:07+00:00,2018-05-25 20:42:09+00:00,2018-05-25 20:42:07+00:00,closed,True,0,1,2,1,2,2,1,0,0,2,2,1,1,1,0,0,0,0,2,0,0,sharkdp/bat
162,add line-range,"This is my first attempt at actually writing some rust code so bear with me.

I wasn't sure of the best place to put the logic for checking line range. I started with putting it in the print_line function but moved it out to be able to short circuit and stop processing once out of the range.

I didn't add the ability to do multiple ranges yet but it should be fairly simple.

How robust of error checking do we need on validating the line ranges? Like do we want to sort or make sure they are not conflicting or that they are in least to greatest order or anything like that?",14,583,2018-06-01 03:15:34+00:00,2018-06-12 06:18:45+00:00,2018-06-12 06:18:45+00:00,2018-06-12 06:18:45+00:00,closed,True,22,6,130,14,4,130,14,0,0,4,4,1,1,1,0,0,0,0,4,0,0,sharkdp/bat
163,Fix command typo,,16,0,2018-06-01 14:32:49+00:00,2018-06-01 15:01:30+00:00,2018-06-01 15:06:37+00:00,2018-06-01 15:01:30+00:00,closed,True,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/bat
170,updates archlinux install instructions,,38,0,2018-06-08 09:35:03+00:00,2018-06-08 14:15:28+00:00,2018-06-08 14:15:32+00:00,2018-06-08 14:15:28+00:00,closed,True,1,1,2,5,1,2,5,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/bat
165,Use separate Git repository for snapshot testing,closes #161,48,11,2018-06-02 16:08:57+00:00,2018-06-02 17:00:06+00:00,2018-06-02 17:00:16+00:00,2018-06-02 17:00:07+00:00,closed,True,0,1,72,26,3,72,26,0,0,3,3,1,3,3,0,0,0,0,3,0,0,sharkdp/bat
171,Add AWK syntax.,,15,0,2018-06-14 21:10:54+00:00,2018-06-15 14:41:53+00:00,2018-06-15 14:42:01+00:00,2018-06-15 14:41:53+00:00,closed,True,1,1,4,0,3,4,0,1,0,2,2,2,2,3,0,0,0,0,3,0,0,sharkdp/bat
185,Fix #182,"Tested with:

```shell
printf '\033[33mfoo\033[1m bar\033[22m baz' | cargo run
```

Results (italic = yellow):

cat *foo* **_bar_** *baz*
bat 0.4.1: *foo* **bar** baz
fix-182: *foo* **_bar_** *baz*
",8,209,2018-07-05 20:29:08+00:00,2018-07-17 22:06:25+00:00,2018-09-08 23:16:22+00:00,2018-07-17 22:06:25+00:00,closed,True,3,3,25,4,2,25,4,0,0,2,2,1,1,1,0,0,0,0,2,0,0,sharkdp/bat
186,typo,,4,0,2018-07-06 10:49:41+00:00,2018-07-06 17:09:54+00:00,2018-07-06 17:09:58+00:00,2018-07-06 17:09:54+00:00,closed,True,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
189,Add spec for using cargo-rpm,"With this, fedora/rhel/centos users can use their default package
manager to install bat, without needing cargo or rust.",28,121,2018-07-14 16:29:33+00:00,,2018-09-09 08:16:42+00:00,2018-09-05 19:05:04+00:00,closed,False,10,1,39,0,2,39,0,1,0,1,1,1,2,2,0,0,0,0,2,0,0,sharkdp/bat
187,Allow specifying the theme via the `BAT_THEME` environment variable,"The `--theme` command line option stills takes precedence and this change preserves how errors are handled when it's used: If a theme name that doesn't exist is specified using the argument, this error is fatal. However, if a theme that doesn't exist is specified using the environment variable, the error is logged to `stderr` and the ""Default"" theme is loaded as a fallback.

Code looks a bit too nested, my intention is to keep the changes to a minimum, while preserving the original behavior.

Fixes sharkdp/bat#177

Any feedback is more than welcome!",67,561,2018-07-07 19:06:24+00:00,,2018-07-23 19:40:53+00:00,2018-07-23 19:40:52+00:00,closed,False,4,1,19,1,1,19,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
192,Add BAT_PAGER and PAGER environment variables,"Adds support for the `BAT_PAGER` and `PAGER` environment variables.

If the pager is set to `less`, we pass the default arguments (`-FRX`) and set `LESSCHARSET=UTF-8`. If it is set to anything else, we simply launch the given command without passing any arguments or environment variables.

However, this can still be used to call `less` with different arguments by writing a small script

```bash
#!/bin/bash

less --tabs 4 -RF ""$@""
```

that can be targeted by the `BAT_PAGER` variable.",45,500,2018-07-23 20:52:33+00:00,2018-08-18 16:48:23+00:00,2018-08-18 16:48:27+00:00,2018-08-18 16:48:23+00:00,closed,True,0,1,19,7,1,19,7,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/bat
