number,title,body,title_length,body_length,created_at,merged_at,updated_at,closed_at,state,merged,comments,commits,additions,deletions,changed_files,lines_added,lines_deleted,files_added,files_deleted,files_updated,files_modified,directory_num,file_type,language_num,segs_added,segs_deleted,segs_updated,file_developer,change_num,k_coreness,experience,repo
413,Remove deprecated trim_left(_matches)?,"```
warning: use of deprecated item 'core::str::<impl str>::trim_left_matches': superseded by `trim_start_matches`
   --> src/main.rs:222:28
    |
222 |                 .map(|e| e.trim_left_matches('.'))
    |                            ^^^^^^^^^^^^^^^^^
    |
    = note: #[warn(deprecated)] on by default
```",38,318,2019-03-02 00:24:19+00:00,2019-03-02 07:15:13+00:00,2019-03-02 07:15:13+00:00,2019-03-02 07:15:13+00:00,closed,True,0,1,5,5,4,5,5,0,0,4,4,4,1,1,0,0,0,0,4,0,0,sharkdp/fd
421,Add OpenBSD installation steps,"Added a link to the OpenBSD port and information on how to use it since its in a third party repo for the time being, as it likely won't be merged into the official tree.",30,170,2019-03-12 15:45:48+00:00,2019-03-13 07:17:07+00:00,2019-03-13 07:17:26+00:00,2019-03-13 07:17:07+00:00,closed,True,1,1,8,0,1,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/fd
429,Add path-separator option.,"Example usage: `fd.exe --path-separator /` on windows.

- [x] add tests
- [x] measure performance impact without path-separator option
- [x] measure performance impact with path-separator option

## benchmarks

Average over 15 runs (with warm cache), using the command `fd . %userprofile%` [(full results):](https://docs.google.com/spreadsheets/d/1IApnoBDVvL873xqoI8CkaXjE4Y0n0stEZyDgKP9Lfjc/edit?usp=sharing)

  | feature, sep=default | feature, sep='=' | master
-- | -- | -- | --
avg | 5942.6667 | 6363.6000 | 5885.4000
std | 105.8730 | 109.2185 | 115.7299
std / avg | 0.0178 | 0.0172 | 0.0197
  |   |   |  
compared to master | 1.01 | 1.08 | 1.00



without changing the separator, the change does not impact performance; when changing it, it seems to be ~8% slower. 


see #428 ",26,805,2019-04-10 22:33:44+00:00,2019-09-15 08:57:28+00:00,2019-09-15 08:57:28+00:00,2019-09-15 08:57:28+00:00,closed,True,16,8,46,2,5,46,2,0,0,5,5,3,1,1,0,0,0,0,5,0,0,sharkdp/fd
434,"Check the pattern before anything else, since it doesn't require metadata","This should partially address #432 by decreasing the number of stat() calls:

    $ strace -c -f ./fd-before '\.h$' /usr -j1 -S +1k >/dev/null
    % time     seconds  usecs/call     calls    errors syscall
    ------ ----------- ----------- --------- --------- ----------------
     15.71    8.831948           7   1192279     46059 stat
    $ strace -c -f ./fd-after '\.h$' /usr -j1 -S +1k >/dev/null
    % time     seconds  usecs/call     calls    errors syscall
    ------ ----------- ----------- --------- --------- ----------------
      7.92    1.972474          10    183907     46046 stat

Though it's not as few as possible:

    $ strace -c -f find /usr -iname '*.h' -size +1k >/dev/null
    % time     seconds  usecs/call     calls    errors syscall
    ------ ----------- ----------- --------- --------- ----------------
     19.01    0.946500           5    161649           newfstatat
    $ strace -c -f bfs /usr -iname '*.h' -size +1k >/dev/null
    % time     seconds  usecs/call     calls    errors syscall
    ------ ----------- ----------- --------- --------- ----------------
     13.73    0.406565           5     69005           statx

Performance is much better when metadata is required:

    $ hyperfine ./fd-{before,after}"" '\.h$' /usr -j1 -S +1k""
    Benchmark #1: ./fd-before '\.h$' /usr -j1 -S +1k
      Time (mean ± σ):      4.623 s ±  0.154 s    [User: 1.465 s, System: 3.354 s]
      Range (min … max):    4.327 s …  4.815 s    10 runs

    Benchmark #2: ./fd-after '\.h$' /usr -j1 -S +1k
      Time (mean ± σ):      2.650 s ±  0.058 s    [User: 1.258 s, System: 1.592 s]
      Range (min … max):    2.568 s …  2.723 s    10 runs

    Summary
      './fd-after '\.h$' /usr -j1 -S +1k' ran
        1.74 ± 0.07 times faster than './fd-before '\.h$' /usr -j1 -S +1k'

While remaining the same when it's not:

    $ hyperfine ./fd-{before,after}"" '\.h$' /usr -j1""
    Benchmark #1: ./fd-before '\.h$' /usr -j1
      Time (mean ± σ):      2.382 s ±  0.038 s    [User: 1.221 s, System: 1.286 s]
      Range (min … max):    2.325 s …  2.433 s    10 runs

    Benchmark #2: ./fd-after '\.h$' /usr -j1
      Time (mean ± σ):      2.362 s ±  0.034 s    [User: 1.193 s, System: 1.294 s]
      Range (min … max):    2.307 s …  2.422 s    10 runs

    Summary
      './fd-after '\.h$' /usr -j1' ran
        1.01 ± 0.02 times faster than './fd-before '\.h$' /usr -j1'",73,2435,2019-04-26 02:35:30+00:00,2019-05-08 12:28:48+00:00,2020-06-08 14:33:08+00:00,2019-05-08 12:28:48+00:00,closed,True,3,1,36,32,1,36,32,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
439,Add instructions for npm (#438),👍 ,31,2,2019-05-08 14:13:43+00:00,2019-05-10 16:43:58+00:00,2019-05-10 16:43:58+00:00,2019-05-10 16:43:58+00:00,closed,True,3,3,13,5,1,13,5,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/fd
453,Add Alpine Linux installation instructions,Resolves #451,42,13,2019-06-10 23:44:45+00:00,2019-06-11 05:38:56+00:00,2019-06-11 05:39:08+00:00,2019-06-11 05:38:57+00:00,closed,True,1,1,8,0,1,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/fd
452,Add armhf deb,"#443 

Compared with the bat repository, I think `armhf` is now supported.
But I do not know where `$TARGET` is set, you have to notice that you add `armhf` to the CI process.",13,178,2019-06-10 11:43:06+00:00,,2019-06-17 20:22:12+00:00,2019-06-17 17:20:17+00:00,closed,False,10,2,5,0,2,5,0,0,0,2,2,1,2,2,0,0,0,0,2,0,0,sharkdp/fd
454,Added detail on parallel execution job pool to man page and README.,Proposed for #450 .,67,19,2019-06-11 04:37:48+00:00,2019-06-17 17:21:48+00:00,2019-06-17 17:21:51+00:00,2019-06-17 17:21:49+00:00,closed,True,4,1,3,1,2,3,1,0,0,2,2,1,2,2,0,0,0,0,2,0,0,sharkdp/fd
456,Added armhf build to CI.,"Would this fix #443? It passed in Travis, but I have no idea how to find the build artifacts on Travis to actually test the debs.",24,129,2019-06-16 05:53:24+00:00,,2019-06-16 08:38:04+00:00,2019-06-16 08:38:04+00:00,closed,False,4,1,4,0,1,4,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
455,Add instructions for habitat,"Habitat is a way to... Codify how the application is built, how it runs, and all of its dependencies to free the app from underlying infrastructure and make updates easy.

It's a way to install packages completely decoupled from the underlying OS and its package manager (if it even has one).",28,294,2019-06-14 00:12:09+00:00,,2019-07-24 20:03:42+00:00,2019-07-24 20:03:42+00:00,closed,False,1,1,9,0,1,9,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/fd
466,Add a line about completions,,28,0,2019-08-12 12:15:40+00:00,,2019-08-13 14:13:55+00:00,2019-08-13 14:13:55+00:00,closed,False,2,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/fd
457,Add armhf deb to releases.,Adds an armhf deb to generated releases. Closes #443. Supercedes PRs #456 and #452 .,26,84,2019-06-17 04:05:46+00:00,2019-06-17 17:19:34+00:00,2019-06-17 17:19:42+00:00,2019-06-17 17:19:34+00:00,closed,True,1,3,9,1,2,9,1,0,0,2,2,1,2,2,0,0,0,0,2,0,0,sharkdp/fd
477,Expose exit status from `--exec-batch <cmd>`,closes #333,44,11,2019-09-13 20:27:46+00:00,2019-09-13 21:05:36+00:00,2019-09-13 21:05:39+00:00,2019-09-13 21:05:36+00:00,closed,True,0,1,44,11,7,44,11,0,0,7,7,2,2,2,0,0,0,0,7,0,0,sharkdp/fd
479,Glob-based search,"``` bash
fd -g 'test*.rs'
```",17,31,2019-09-15 12:43:40+00:00,2019-09-15 14:47:39+00:00,2019-09-15 14:47:42+00:00,2019-09-15 14:47:39+00:00,closed,True,0,5,162,21,8,162,21,0,0,8,8,3,3,3,0,0,0,0,8,0,0,sharkdp/fd
480,Make --changed-within/before work for directories,closes #470,49,11,2019-09-15 14:23:54+00:00,2019-09-15 15:03:24+00:00,2019-09-15 15:03:27+00:00,2019-09-15 15:03:24+00:00,closed,True,0,1,6,8,1,6,8,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
478,Support FILE_ATTRIBUTE_HIDDEN on Windows,closes #379 ,40,12,2019-09-15 09:09:46+00:00,2019-09-15 10:41:05+00:00,2019-09-15 10:41:17+00:00,2019-09-15 10:41:05+00:00,closed,True,0,3,152,176,2,152,176,0,0,2,2,1,2,2,0,0,0,0,2,0,0,sharkdp/fd
481,Use jemalloc,"I keep (compiled) old versions of `fd` around to find performance regressions.

I noticed that there was a drop in performance between my `fd-7.0.0` and the `fd-7.1.0` binary. However, when re-compiling these old versions with the current version of Rust (1.37), *both* of them were slow.

So this had to do something with the version of Rust I was using at that time. The only thing that came to my mind was the change from jemalloc to the system allocator.

Turns out this makes a pretty big difference (23%):

| Command | Mean [ms] | Min [ms] | Max [ms] | Relative |
|:---|---:|---:|---:|---:|
| `./fd-sys-alloc '[0-9]\.jpg$'` | 246.8 ± 3.4 | 244.1 | 257.1 | 1.2 |
| `./fd-jemalloc '[0-9]\.jpg$'` | 201.0 ± 3.0 | 196.1 | 206.9 | 1.0 |

This PR re-enables jemalloc for `fd`.",12,789,2019-09-15 15:51:43+00:00,2019-09-15 16:58:06+00:00,2019-09-24 20:58:02+00:00,2019-09-15 16:58:06+00:00,closed,True,8,5,8,0,2,8,0,0,0,2,2,1,2,2,0,0,0,0,2,0,0,sharkdp/fd
483,Add `-u` to long `--help`,"Fixes sharkdp/fd#92

Does not yet add to the manpage though.",25,62,2019-09-16 13:35:29+00:00,2019-09-17 20:21:38+00:00,2019-09-17 20:21:38+00:00,2019-09-17 20:21:38+00:00,closed,True,1,3,7,3,2,7,3,0,0,2,2,2,2,2,0,0,0,0,2,0,0,sharkdp/fd
486,[exploration] Use crossbeam MPMC channel instead of std::sync::mpsc,"For issue #440, I've played a bit with `crossbeam` and `fd`.

The implementation of the `exec` method is as expected simpler as it doesn't need any mutex or arc.

In term of binary size (in release mode with musl target), the difference is quite small:

```
fd_crossbeam_bounded:   3605520
fd_crossbeam_unbounded: 3605512
fd_std_mpsc:            3611064
```

However, on my machine`mpsc` seems to perform better without `--exec` :

```
Benchmark #1: ./fd_std_mpsc -HI '.*[0-9]\.rs$' ~
  Time (mean ± σ):      1.018 s ±  0.004 s    [User: 10.319 s, System: 1.464 s]
  Range (min … max):    1.012 s …  1.029 s    10 runs

Benchmark #2: ./fd_crossbeam_bounded -HI '.*[0-9]\.rs$' ~
  Time (mean ± σ):      1.086 s ±  0.026 s    [User: 10.510 s, System: 2.048 s]
  Range (min … max):    1.046 s …  1.135 s    10 runs

Benchmark #3: ./fd_crossbeam_unbounded -HI '.*[0-9]\.rs$' ~
  Time (mean ± σ):      1.088 s ±  0.019 s    [User: 10.593 s, System: 1.994 s]
  Range (min … max):    1.066 s …  1.126 s    10 runs

Summary
  './fd_std_mpsc -HI '.*[0-9]\.rs$' ~' ran
    1.07 ± 0.03 times faster than './fd_crossbeam_bounded -HI '.*[0-9]\.rs$' ~'
    1.07 ± 0.02 times faster than './fd_crossbeam_unbounded -HI '.*[0-9]\.rs$' ~'
Benchmark #1: ./fd_std_mpsc -HI '.*
```

With `--exec`, it depends on the number of outputs of results. With a search that yields more than 5.000 results, `crossbeam` is a bit faster:

```
[0-9]\.rs$' ~ -x echo {}
  Time (mean ± σ):      7.374 s ±  1.901 s    [User: 18.191 s, System: 23.729 s]
  Range (min … max):    5.439 s … 10.620 s    10 runs

Benchmark #2: ./fd_crossbeam_bounded -HI '.*[0-9]\.rs$' ~ -x echo {}
  Time (mean ± σ):      7.005 s ±  1.426 s    [User: 18.130 s, System: 22.579 s]
  Range (min … max):    5.841 s … 10.711 s    10 runs

Benchmark #3: ./fd_crossbeam_unbounded -HI '.*[0-9]\.rs$' ~ -x echo {}
  Time (mean ± σ):      7.838 s ±  1.366 s    [User: 18.465 s, System: 26.202 s]
  Range (min … max):    5.794 s … 10.574 s    10 runs

Summary
  './fd_crossbeam_bounded -HI '.*[0-9]\.rs$' ~ -x echo {}' ran
    1.05 ± 0.35 times faster than './fd_std_mpsc -HI '.*[0-9]\.rs$' ~ -x echo {}'
    1.12 ± 0.30 times faster than './fd_crossbeam_unbounded -HI '.*[0-9]\.rs$' ~ -x echo {}'
```

But not anymore with a search that matches ~150 results,  

```
Benchmark #1: ./fd_std_mpsc -HI '.*[0-9]\.jpg$' ~ -x echo {}
  Time (mean ± σ):      1.210 s ±  0.020 s    [User: 11.063 s, System: 2.122 s]
  Range (min … max):    1.187 s …  1.252 s    10 runs

Benchmark #2: ./fd_crossbeam_bounded -HI '.*[0-9]\.jpg$' ~ -x echo {}
  Time (mean ± σ):      1.229 s ±  0.011 s    [User: 11.269 s, System: 2.123 s]
  Range (min … max):    1.207 s …  1.244 s    10 runs

Benchmark #3: ./fd_crossbeam_unbounded -HI '.*[0-9]\.jpg$' ~ -x echo {}
  Time (mean ± σ):      1.226 s ±  0.020 s    [User: 11.134 s, System: 2.256 s]
  Range (min … max):    1.196 s …  1.250 s    10 runs

Summary
  './fd_std_mpsc -HI '.*[0-9]\.jpg$' ~ -x echo {}' ran
    1.01 ± 0.02 times faster than './fd_crossbeam_unbounded -HI '.*[0-9]\.jpg$' ~ -x echo {}'
    1.02 ± 0.02 times faster than './fd_crossbeam_bounded -HI '.*[0-9]\.jpg$' ~ -x echo {}'
```

I can do more experiments if you'd like.

Cheers,",67,3287,2019-09-19 20:41:36+00:00,,2020-04-03 20:38:48+00:00,2020-04-03 20:38:48+00:00,closed,False,2,1,25,40,4,25,40,0,0,4,4,2,3,3,0,0,0,0,4,0,0,sharkdp/fd
490,Update man page,"man page updated for explaining search patterns.
- [x] Add syntax patterns for RE.
- [x] Add examples with RE syntax.

This commit resolves #408 ",15,149,2019-10-01 10:38:13+00:00,2019-11-24 23:14:27+00:00,2019-11-24 23:14:32+00:00,2019-11-24 23:14:27+00:00,closed,True,6,2,10,0,1,10,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
495,Idempotent flags,"Resolves sharkdp/fd#488
",16,25,2019-10-08 04:22:43+00:00,,2019-10-08 12:35:58+00:00,2019-10-08 12:35:58+00:00,closed,False,1,4,135,14,2,135,14,0,0,2,2,2,2,2,0,0,0,0,2,0,0,sharkdp/fd
496,Fix idempotent flags,"Add 'overrides_with' to format flags.
Resolves sharkdp/fd#488",20,62,2019-10-08 12:46:24+00:00,2019-10-09 21:09:22+00:00,2019-10-09 21:09:22+00:00,2019-10-09 21:09:22+00:00,closed,True,1,2,51,13,1,51,13,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
499,Add Scarf install instructions to README,"Hello @sharkdp, 

This change adds instructions to install with (Scarf)[https://scarf.sh]. Disclaimer: I'm the author of Scarf. I'd be happy to transfer package ownership to you or add you as a co-maintainer, so you can see `fd`'s usage statistics and, if you're interested, monetize `fd` when it is used by companies. I see this project uses GitHub Sponsors; Scarf could be another source of revenue. ",40,404,2019-10-18 15:47:08+00:00,,2019-12-19 21:24:00+00:00,2019-12-19 21:24:00+00:00,closed,False,1,1,10,0,1,10,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/fd
497,walk: `fd -L` should include broken symlinks,"There is a dead PR #366 already submitted for issue #357. I thought I would propose a smaller change that's more likely to be accepted into the codebase.

Happy to take feedback and change the design if needed in the interest of getting this closed!

Closes #357",44,266,2019-10-09 14:52:57+00:00,2020-02-28 19:42:15+00:00,2023-04-03 19:21:32+00:00,2020-02-28 19:42:15+00:00,closed,True,15,10,111,10,4,111,10,0,0,4,4,4,1,1,0,0,0,0,4,0,0,sharkdp/fd
509,#475 - Allow changing current working directory of fd,"Hi, this PR solves #475 by implementing `--base-directory` option and using `std::env::set_current_dir`. Feedback appreciated.",53,126,2019-11-20 10:02:11+00:00,2019-12-23 14:42:34+00:00,2019-12-23 14:46:23+00:00,2019-12-23 14:42:34+00:00,closed,True,20,1,80,0,3,80,0,0,0,3,3,2,1,1,0,0,0,0,3,0,0,sharkdp/fd
508,Add option to limit walk to one file system,"As I described in #507, fd currently lacks a way to restrict a search to a single file system. Since, in my opinion, it's a very useful feature to have and the required code changes were fairly minimal, I decided to prepare this as a kind of ""working draft"" in case the feature is considered for addition.",43,305,2019-11-15 01:08:14+00:00,2020-01-01 10:54:02+00:00,2020-01-02 04:33:55+00:00,2020-01-01 10:54:03+00:00,closed,True,13,12,87,15,6,87,15,0,0,6,6,3,2,2,0,0,0,0,6,0,0,sharkdp/fd
512,Remove OpenBSD install instructions,EPBSD was taken down awhile back due to inactivity. Remove the instructions for its use from the readme.,35,104,2019-11-25 00:12:27+00:00,2019-11-25 06:29:32+00:00,2019-11-25 06:29:40+00:00,2019-11-25 06:29:32+00:00,closed,True,1,1,0,8,1,0,8,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/fd
517,fd-485: Clarified usage of ignore-files,Attempts to fix #485 ,39,21,2019-12-07 14:18:47+00:00,,2020-04-02 17:02:54+00:00,2020-04-02 17:02:53+00:00,closed,False,6,1,4,0,1,4,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/fd
513,Sort search results when using -X option if results are not many. Solve Issue #441,"[![Open Source Saturday](https://img.shields.io/badge/%E2%9D%A4%EF%B8%8F-open%20source%20saturday-F64060.svg)](https://www.meetup.com/it-IT/Open-Source-Saturday-Milano/)

This PR solves #441.

As suggested by @sharkdp in [this](https://github.com/sharkdp/fd/issues/441#issuecomment-499675495) comment we created a constant called SORT_THRESHOLD. If the found paths are < SORT_THRESHOLD, then the paths are sorted.

Feel free to propose changes if you have ideas to clean the code or to set a proper value for the SORT_THRESHOLD constant.",82,543,2019-11-30 15:40:02+00:00,,2020-01-02 15:53:50+00:00,2020-01-02 15:53:50+00:00,closed,False,13,4,47,4,1,47,4,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
520,Quit immediately if the channel::send call failed,,49,0,2019-12-20 20:33:29+00:00,2020-01-01 10:21:53+00:00,2020-01-01 10:21:56+00:00,2020-01-01 10:21:53+00:00,closed,True,0,1,6,4,1,6,4,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
519,"Fixed typos, occurence to occurrence, seach to search",,53,0,2019-12-19 04:19:27+00:00,2019-12-19 20:52:44+00:00,2019-12-22 02:29:10+00:00,2019-12-19 20:52:44+00:00,closed,True,1,1,2,2,1,2,2,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
524,Sort search results when using -X option,"This PR solves #441.

After reading [this](https://github.com/sharkdp/fd/issues/441#issuecomment-499675495) comment, me and [crash-g](https://github.com/crash-g) submitted pull request #513.
However, the solution was a little bit difficult to read, so @sharkdp said that he _""would like to start with an easy solution where we always sort the paths""_ because _""There is a limit to the number of paths for -X anyway (see #410)""_.

Therefore, since sorting time is not an issue, we preferred to create another pull request without all the noise of the old commits, where the paths are always sorted.",40,602,2020-01-02 16:10:49+00:00,2020-01-02 20:52:27+00:00,2020-01-02 20:52:43+00:00,2020-01-02 20:52:27+00:00,closed,True,1,1,4,2,1,4,2,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
527,Fix LICENSE,"- Add copyright notice to the MIT License.
- Add information about the license to README file.",11,95,2020-01-19 15:21:51+00:00,2020-01-19 18:06:23+00:00,2020-03-21 06:44:32+00:00,2020-01-19 18:06:23+00:00,closed,True,1,1,26,21,2,26,21,0,0,2,2,0,1,2,0,0,0,0,2,0,0,sharkdp/fd
531,fd --exec should fail if one of --exec fails #526,"Me and @Giuffre tried to tackle [this issue](https://github.com/sharkdp/fd/issues/526) during our monthly OSS meeting 😄:

[![Open Source Saturday](https://img.shields.io/badge/%E2%9D%A4%EF%B8%8F-open%20source%20saturday-F64060.svg)](https://www.meetup.com/it-IT/Open-Source-Saturday-Milano/)

We apologize in advance if we didn't properly addressed what stated in the over mentioned issue and we remain at disposal to further work on it during our next meeting 🙇 

P.S: thank you a lot for this wonderful crate! 🙇‍♂️",49,522,2020-01-25 16:14:35+00:00,2020-02-22 11:32:36+00:00,2020-02-22 11:46:25+00:00,2020-02-22 11:32:36+00:00,closed,True,13,8,58,10,4,58,10,0,0,4,4,2,1,1,0,0,0,0,4,0,0,sharkdp/fd
547,Fix homebrew formula link,Old link looks to be broken,25,27,2020-03-13 21:56:57+00:00,2020-03-14 13:36:56+00:00,2020-03-14 13:37:01+00:00,2020-03-14 13:36:56+00:00,closed,True,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/fd
548,Add --one-file-system and aliases to man page,"resolves #544 
added short names for --one-file-system to man page",45,67,2020-03-15 05:58:28+00:00,2020-03-15 21:03:51+00:00,2020-03-15 21:03:52+00:00,2020-03-15 21:03:52+00:00,closed,True,2,2,3,0,1,3,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
546,Closes #535 --prune option,"- Added --prune option which will not descend into directories
  that are a match on pattern.
- Added test to cover --prune option.",26,133,2020-03-13 00:57:04+00:00,,2020-07-26 20:26:34+00:00,2020-07-26 20:26:34+00:00,closed,False,34,3,101,7,5,101,7,0,0,5,5,3,1,1,0,0,0,0,5,0,0,sharkdp/fd
551,honor the NO_COLOR env var,resolves #550 ,26,14,2020-03-19 20:51:02+00:00,2020-03-19 21:56:29+00:00,2020-03-19 21:56:30+00:00,2020-03-19 21:56:30+00:00,closed,True,0,1,3,1,2,3,1,0,0,2,2,1,2,2,0,0,0,0,2,0,0,sharkdp/fd
553,Update lscolors dependency,closes #552,26,11,2020-04-01 09:14:23+00:00,2020-04-01 09:25:19+00:00,2020-04-03 10:20:53+00:00,2020-04-01 09:25:19+00:00,closed,True,0,1,4,4,2,4,4,0,0,2,2,0,2,2,0,0,0,0,2,0,0,sharkdp/fd
554,Add link for Korean,"Translate into Korean

Hello, this is spearkkk from South korea.

I saw your nice command line util and I read docs to use `fd`.
While in reading, I think that this nice tool should be read in Korean too.
So, I just translate some part of README.md

I want to refer this translated docs into your repo.
Could you check this PR?

Let me know if you have any concern about this.
I will check again.",19,408,2020-04-01 15:04:12+00:00,2020-04-01 15:08:13+00:00,2020-04-01 15:08:13+00:00,2020-04-01 15:08:13+00:00,closed,True,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,sharkdp/fd
555,Add --max-results=<count> option,"This new option can be used instead of piping to `head -n <count>` for improved performance:

| Command | Mean [ms] | Min [ms] | Max [ms] | Relative |
|:---|---:|---:|---:|---:|
| `fd --max-buffer-time=0`<br>`flow.yaml` | 153.9 ± 2.5 | 151.3 | 170.3 | 4.21 ± 5.86 |
| `fd --max-buffer-time=0`<br>`flow.yaml \| head -n 1` | 145.3 ± 17.4 | 111.0 | 180.2 | 3.98 ± 5.55 |
| `fd --max-results=1 flow.yaml` | 36.5 ± 50.8 | 7.2 | 145.7 | 1.00 |

Note: there is a large standard deviation on the last result due to the non-deterministic (parallelized) file system traversal. With `--max-results`, we don't have to traverse the whole filesystem tree, so it's all about luck (the same is true when piping to `head -n1`).

We can also see this by taking a look at the histogram of timings:

![image](https://user-images.githubusercontent.com/4209276/78276144-eaf4e300-7512-11ea-86fc-f83e27f837cc.png)

`--max-results=1` is really fast most of the time, but there is second peak around 125 ms.

The benchmark above was done for a hot disk cache. For a cold cache, the performance difference is even larger (in this particular example):

| Command | Mean [ms] | Min [ms] | Max [ms] | Relative |
|:---|---:|---:|---:|---:|
| `fd --max-buffer-time=0`<br>`flow.yaml` | 869.9 ± 9.2 | 853.1 | 891.1 | 10.29 ± 0.29 |
| `fd --max-buffer-time=0`<br>`flow.yaml \| head -n 1` | 684.3 ± 4.0 | 677.6 | 691.1 | 8.10 ± 0.22 |
| `fd --max-results=1 flow.yaml` | 84.5 ± 2.2 | 81.4 | 87.7 | 1.00 |

Interestingly, we see very small standard deviation values now. It looks like the cold-cache traversal is more deterministic(?).


closes #472
closes #476",32,1651,2020-04-02 16:52:32+00:00,2020-04-02 18:27:42+00:00,2020-04-02 18:37:14+00:00,2020-04-02 18:27:42+00:00,closed,True,0,2,81,8,8,81,8,0,0,8,8,5,3,3,0,0,0,0,8,0,0,sharkdp/fd
556,Add `-l`/`--list-details` option,"Add a new `-l`/`--list-details` option to show more details about the search results. This is basically
an alias for `--exec-batch ls -l` with some additional `ls` options.
This can be used in order to:
* see metadata like permissions, owner, file size, modification times (#491)
* see symlink targets (#482)
* achieve a deterministic output order (#324, #196, #159)

![image](https://user-images.githubusercontent.com/4209276/78294819-4df27400-752b-11ea-9aab-1f7ca7925ec6.png)

It calls `ls` in this way:

``` rust
let color = matches.value_of(""color"").unwrap_or(""auto"");
let color_arg = [""--color="", color].concat();

Some(
    CommandTemplate::new_batch(&[
        ""ls"",
        ""-l"",               // long listing format
        ""--human-readable"", // human readable file sizes
        ""--directory"",      // list directories themselves, not their contents
        &color_arg,         // enable colorized output, if enabled
    ])
    .unwrap(),
)
```

closes #491 
closes #482
closes #324
closes #196
closes #159",32,1048,2020-04-02 19:42:51+00:00,2020-04-03 07:58:48+00:00,2020-04-17 12:42:45+00:00,2020-04-03 07:58:49+00:00,closed,True,12,2,50,4,4,50,4,0,0,4,4,2,3,3,0,0,0,0,4,0,0,sharkdp/fd
558,Preserve non utf8 filenames,"This PR fixes the handling of filesystem entries with invalid UTF-8 names (#295). It is an adapted version of #309 by @alexmaco (thank you for your initial work!).

Invalid UTF-8 filenames are properly passed to child-processes when using `--exec`, `--exec-batch` or `--list-details`:

![image](https://user-images.githubusercontent.com/4209276/78424207-117a6180-766c-11ea-9f2e-1b6fc08db378.png)

There are a few things to note:

- `fd -x echo` will print the actual invalid UTF-8 sequence, as expected
- if you call `fd -x echo`, you might still see ""test_�invalid.txt"" if your terminal emulator wants to save you from scrambled output.
- `fd -l` properly passes the filename to `ls`
- `fd … -x rm` properly passes the filename to `rm`

If not using `-x` or `-X`, we still make sure to print the ""invalid UTF-8 sequence"" character ""�"". However, if we pipe the output to another program (like `xargs`), we pass the filenames as is (on Unix):
```
> fd
test_�invalid.txt

> fd | xargs ls
'test_'$'\376''invalid.txt'
```

fixes #295 ",27,1052,2020-04-04 10:53:08+00:00,2020-04-04 16:46:09+00:00,2020-04-04 16:46:13+00:00,2020-04-04 16:46:09+00:00,closed,True,0,7,170,111,8,170,111,0,0,8,8,4,1,1,0,0,0,0,8,0,0,sharkdp/fd
557,Major code cleanup,"- Proper error handling (instead of using `process::exit`)
- Clean up the module space, reduce number of different modules",18,123,2020-04-03 10:45:04+00:00,2020-04-03 20:36:33+00:00,2020-04-03 20:36:36+00:00,2020-04-03 20:36:33+00:00,closed,True,0,21,328,436,20,328,436,2,1,17,17,6,3,3,0,0,0,0,20,0,0,sharkdp/fd
563,Add short form -1 for --max-results=1,This is an implementation for #561. Please have in mind that these are some of my first steps with Rust. :),37,107,2020-04-09 16:02:02+00:00,2020-04-10 19:39:31+00:00,2020-06-20 20:57:45+00:00,2020-04-10 19:39:31+00:00,closed,True,7,1,24,6,5,24,6,0,0,5,5,3,3,3,0,0,0,0,5,0,0,sharkdp/fd
565,Adding --perm option to filter by Unix 3 digits numeric permission notation,"- Added --perm option for Unix systems accepting a 3 digit number to filter by Unix permission system. Example: 'fd --perm 755' will yield only results with 755 permission level enabled.
- I took mainly the implementation of the --size option as inspiration for the implementation of this one.
- Added unitary and integration tests to cover this new option.",75,359,2020-04-11 09:59:18+00:00,,2020-07-26 20:27:02+00:00,2020-07-26 20:27:02+00:00,closed,False,3,9,176,4,7,176,4,1,0,6,6,3,1,1,0,0,0,0,7,0,0,sharkdp/fd
